id,authors,year,title,venue
214,Michael J. Franklin,2000,Editor's Notes,SIGMOD Record
215,"Ambuj K. Singh, Kothuri Venkata Ravi Kanth, Divyakant Agrawal",1998,Dimensionality Reduction for Similarity Searching in Dynamic Databases,SIGMOD Conference
216,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",2000,Push Technology Personalization through Event Correlation,VLDB
217,Amy Pogue,1998,Oracle Industrial Exhibit,VLDB
218,"Khaled Alsabti, Vineet Singh, Sanjay Ranka",1997,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,VLDB
219,Ling Liu,2001,Editor's Notes,SIGMOD Record
220,"Ren�e J. Miller, Ronald Fagin, Yannis Velegrakis, Mauricio A. Hern�ndez, Lucian Popa",2002,Translating Web Data,VLDB
221,Philip A. Bernstein,1996,Repository System Engineering,SIGMOD Conference
222,"Z. Meral �zsoyoglu, Stefano Ceri, Victor Vianu, Masaru Kitsuregawa, Leonid A. Kalinichenko, Hongjun Lu, Richard T. Snodgrass",2000,SIGMOD Sister Societies,SIGMOD Record
223,"Michael Gertz, Can T�rker",2001,Semantic integrity support in SQL: 1999 and commercial (object-)relational database management systems,VLDB J.
224,"Alfons Kemper, Donald Kossmann",1995,"Adaptable Pointer Swizzling Strategies in Object Bases: Design, Realization, and Quantitative Analysis",VLDB J.
225,Paul Cotton,2002,Implementing XQuery,SIGMOD Conference
226,"Soumen Chakrabarti, Byron Dom, Sunita Sarawagi",1998,Mining Surprising Patterns Using Temporal Description Length,VLDB
227,"Like Gao, Xiaoyang Sean Wang",2002,Continually evaluating similarity-based pattern queries on a streaming time series,SIGMOD Conference
228,"Dimitrios Gunopulos, Nick Koudas, Divesh Srivastava, Michail Vlachos, Sudipto Guha",2003,Efficient Approximation Of Optimization Queries Under Parametric Aggregation Constraints,VLDB
229,"Kotagiri Ramamohanarao, David B. Kemp, Jayen Vaghani, Tim S. Leask, James Harland, Peter J. Stuckey, Zoltan Somogyi",1994,The Aditi Deductive Database System,VLDB J.
230,"Vivek R. Narasayya, Surajit Chaudhuri, Rajeev Motwani",1999,On Random Sampling over Joins,SIGMOD Conference
231,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini",2001,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,VLDB
232,"Maria Luisa Sapino, Sibel Adali, V. S. Subrahmanian",1999,A Multimedia Presentation Algebra,SIGMOD Conference
233,"Letizia Tanca, Piero Fraternali",1995,A Structured Approach for the Definition of the Semantics of Active Databases,ACM Trans. Database Syst.
234,"Ramakrishnan Srikant, Rakesh Agrawal",1994,Fast Algorithms for Mining Association Rules in Large Databases,VLDB
235,Peter Baumann,2003,"Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services",VLDB
236,"Kaizhong Zhang, Jason Tsong-Li Wang, Bruce A. Shapiro, Thomas G. Marr, Gung-Wei Chirn, Dennis Shasha",1994,Combinatorial Pattern Discovery for Scientific Data: Some Preliminary Results,SIGMOD Conference
237,"David J. DeWitt, Jignesh M. Patel",1996,Partition Based Spatial-Merge Join,SIGMOD Conference
238,"Christoph Schuler, Hans-J�rg Schek, Patrick Neukomm, Roger Weber, Heiko Schuldt",2003,WebService Composition with O'GRAPE and OSIRIS,VLDB
239,"Daniel A. Keim, Alexander Hinneburg",1999,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,VLDB
240,"Silke Mittrach, Gunter Schlageter, Thomas Berkel, Andreas Scherer, Eberhard Heuel, Wolfgang Wilkes",1995,The Database Group at University of Hagen (FernUniversitaet),SIGMOD Record
241,"Antonios Deligiannakis, Nick Roussopoulos",2003,Extended Wavelets for Multiple Measures,SIGMOD Conference
242,"Nathan Folkert, Abhinav Gupta, Andrew Witkowski, Srikanth Bellamkonda, Lei Sheng, Tolga Bozkaya, Sankar Subramanian",2003,Business Modelling Using SQL Spreadsheets,VLDB
243,"Thomas Seidl, Hans-Peter Kriegel",1998,Optimal Multi-Step k-Nearest Neighbor Search,SIGMOD Conference
244,Charu C. Aggarwal,2002,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",SIGMOD Conference
245,"Shahram Ghandeharizadeh, Doug Fang",1996,An Experimental System for Object-Based Sharing in Federated Databases,VLDB J.
246,Kenneth Moore,1995,The Lotus Notes Storage System,SIGMOD Conference
247,"Bernd Amann, Serge Abiteboul, J�r�me Baumgarten, Omar Benjelloun, Tova Milo, Frederic Dang Ngoc",2003,Schema-driven Customization of Web Services,VLDB
248,"Christos A. Polyzois, Hector Garcia-Molina",1994,Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,ACM Trans. Database Syst.
249,Ren�e J. Miller,1998,Using Schematically Heterogeneous Structures,SIGMOD Conference
250,"Donald Kossmann, Alfons Kemper, Christian Wiesner",1999,Generalised Hash Teams for Join and Group-by,VLDB
251,"Bryan Smith, Meikel P�ss, Lubor Koll�r, Per-�ke Larson",2002,"TPC-DS, taking decision support benchmarking to the next level",SIGMOD Conference
252,"Shivakumar Venkataraman, Tian Zhang",1998,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,VLDB
253,"Tore Risch, Staffan Flodin",1995,Processing Object-Oriented Queries with Invertible Late Bound Functions,VLDB
254,Ronald Fagin,2002,Combining Fuzzy Information: an Overview,SIGMOD Record
255,"Matthias Gro�mann, Thomas Schwarz, Daniela Nicklas",2003,"NexusScout: An Advanced Location-Based Application on a Distributed, Open Mediation Platform",VLDB
256,"Xiaowei Xu, Michael Wimmer, J�rg Sander, Martin Ester, Hans-Peter Kriegel",1998,Incremental Clustering for Mining in a Data Warehousing Environment,VLDB
257,"Ravi Kumar, D. Sivakumar, Ronald Fagin",2003,Efficient similarity search and classification via rank aggregation,SIGMOD Conference
258,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",1997,Using Extended Feature Objects for Partial Similarity Retrieval,VLDB J.
259,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid",2003,Composing Web services on the Semantic Web,VLDB J.
260,"Amol Deshpande, Suman Kumar Nath, Phillip B. Gibbons, Srinivasan Seshan",2003,IrisNet: Internet-scale Resource-Intensive Sensor Services,SIGMOD Conference
261,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",1997,Range Queries in OLAP Data Cubes,SIGMOD Conference
262,"Tapas Kanungo, Frederick Reiss",2003,A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,SIGMOD Conference
263,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman",1999,Online Dynamic Reordering for Interactive Data Processing,VLDB
264,"Cheng Hian Goh, Beng Chin Ooi, Kian-Lee Tan",2000,Progressive evaluation of nested aggregate queries,VLDB J.
265,H. V. Jagadish,1995,The INCINERATE Data Model,ACM Trans. Database Syst.
266,"Amit P. Sheth, Aris M. Ouksel",1999,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,SIGMOD Record
267,"Arvind Rajendran, David Maier, Leonidas Fegaras, Chandrasekhar Srinivasan",2000,lambda-DB: An ODMG-Based Object-Oriented DBMS,SIGMOD Conference
268,Jos� A. Blakeley,1996,Data Access for the Masses through OLE DB,SIGMOD Conference
269,"Nikos Mamoulis, Dimitris Papadias",1999,Integration of Spatial Join Algorithms for Processing Multiple Inputs,SIGMOD Conference
270,"Bay-Wei Chang, Yo�lle S. Maarek, Aya Soffer",2002,Report on the Mobile Search Workshop at WWW 2002,SIGMOD Record
271,"Ming-Ling Lo, Chinya V. Ravishankar",1996,Spatial Hash-Joins,SIGMOD Conference
272,"King-Ip Lin, H. V. Jagadish, Christos Faloutsos",1994,The TV-Tree: An Index Structure for High-Dimensional Data,VLDB J.
273,"Beat W�thrich, Suryanarayana M. Sripada",1994,Cumulative Updates,VLDB
274,"Nina Edelweiss, Ana Carolina Salgado",2003,Report on the 17th Brazilian Symposium on Database Systems (SBBD 2002),SIGMOD Record
275,Richard T. Snodgrass,2001,Accessibility of the Database Literature,SIGMOD Record
276,Michael Stonebraker,2002,Too Much Middleware,SIGMOD Record
277,Arnon Rosenthal,2001,Will Database Researchers Have ANY Role in Data Security? (Panel Abstract),SIGMOD Conference
278,"Ashok Josji, Tirthankar Lahiri, Amit Jasuja, Sumanta Chatterjee",1998,"50,000 Users on an Oracle8 Universal Server Database",SIGMOD Conference
279,"Hector Garcia-Molina, Kevin Chen-Chuan Chang",2000,Approximate Query Translation Across Heterogeneous Information Sources,VLDB
280,Carsten Blecken,2000,Media360 Workflow-Implementing a Workflow Engine Inside a Database,VLDB
281,"Bin He, Kevin Chen-Chuan Chang",2003,Statistical Schema Matching across Web Query Interfaces,SIGMOD Conference
282,"Jen-Wen Ding, Yueh-Min Huang, Shiao-Li Tsao",1999,Constant Time Permutation: An Efficient Block Allocation Strategy for Variable-Bit-Rate Continuous Media Data,VLDB J.
283,"Donald Kossmann, Gerhard Drasch, Michael J. Franklin",2000,Cache investment: integrating query optimization and distributed data placement,ACM Trans. Database Syst.
284,Michael J. Franklin,1997,Editor's Notes,SIGMOD Record
285,Alberto O. Mendelzon,1998,Information Director's Message,SIGMOD Record
286,"Jennifer Widom, Shivnath Babu",2001,Continuous Queries over Data Streams,SIGMOD Record
287,Joseph Fong,1997,Converting Relational to Object-Oriented Databases,SIGMOD Record
288,"Wen-Chi Hou, Zhongyang Zhang",1995,Enhancing Database Correctness: a Statistical Approach,SIGMOD Conference
289,"Andreas Geppert, Klaus R. Dittrich",1994,Constructing the Next 100 Database Management Systems,SIGMOD Record
290,"Guozhu Dong, Jian Pei, Jiawei Han, Ke Wang",2001,Efficient Computation of Iceberg Cubes with Complex Measures,SIGMOD Conference
291,"Brian Cooper, G�sli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",2001,A Fast Index for Semistructured Data,VLDB
292,"Michael Jones, Pankaj K. Agarwal, T. M. Murali, Cecilia Magdalena Procopiuc",2002,A Monte Carlo algorithm for fast projective clustering,SIGMOD Conference
293,"Mario Piattini, Francisco Ruiz, Coral Calero",2003,Towards a database body of knowledge: a study from Spain,SIGMOD Record
294,"Subbarao Kambhampati, Zaiqing Nie, Thomas Hernandez",2003,BibFinder/StatMiner: Effectively Mining and Using Coverage and Overlap Statistics in Data Integration,VLDB
295,Christoph Bussler,2002,Software as a service: ASP and ASP aggregation,SIGMOD Conference
296,"Gustavo Alonso, Guy Pardon",2000,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,VLDB
297,"Nick Koudas, Dimitrios Gunopulos",2001,DIMACS Summer School Tutorial on New Frontiers in Data Mining,SIGMOD Record
298,"Fenia Zioga, Peter Triantafillou, Stavros Christodoulakis",1997,Principles of Optimally Placing Data in Tertiary Storage Libraries,VLDB
299,"V. S. Subrahmanian, Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino",2001,Flexible support for multiple access control policies,ACM Trans. Database Syst.
300,"C. Mohan, Inderpal Narang",1994,ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,SIGMOD Conference
301,"Antonio Badia, Dirk Van Gucht, Sudhir Rao",1996,Providing Better Support for a Class of Decision Support Queries,SIGMOD Conference
302,"Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado, Andreas Dehmel",1999,Spatio-Temporal Retrieval with RasDaMan,VLDB
303,Ramesh Bhashyam,1996,"TCP-D - The Challenges, Issues and Results",SIGMOD Record
304,"Per-�ke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross",2001,Reminiscences on Influential Papers,SIGMOD Record
305,"Hector Garcia-Molina, Narayanan Shivakumar, Jeffrey D. Ullman, Rajeev Motwani, Min Fang",1998,Computing Iceberg Queries Efficiently,VLDB
306,Paradise Team,1995,Paradise: A Database System for GIS Applications,SIGMOD Conference
307,David Vaskevitch,1995,"Very Large Databases: How Large, How Different?",VLDB
308,"Vinayak R. Borkar, Sunita Sarawagi, Kaustubh Deshmukh",2001,Automatic Segmentation of Text into Structured Records,SIGMOD Conference
309,"Michael J. Carey, Subbu N. Subramanian, Eugene J. Shekita, Jerry Kiernan, Jayavel Shanmugasundaram",2000,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,VLDB
310,"Elizabeth J. O'Neil, Denis Rinfret, Patrick E. O'Neil",2001,Bit-Sliced Index Arithmetic,SIGMOD Conference
311,Joachim Hammer,2001,Treasurer's Message,SIGMOD Record
312,Li Yang,1994,A Hypertext Query Language for Images,SIGMOD Record
313,"Jeffrey F. Naughton, Michael J. Carey, Dhaval Shah, Johannes Gehrke, Mohammad Asgarian, David J. DeWitt, Paul Brown",1997,The BUCKY Object-Relational Benchmark (Experience Paper),SIGMOD Conference
314,"V. S. Subrahmanian, Eric Lemar, K. Sel�uk Candan",2000,View Management in Multimedia Databases,VLDB J.
315,"Daniela Florescu, Cristian-Augustin Saita, Eric Simon, Dennis Shasha, Helena Galhardas",2001,"Declarative Data Cleaning: Language, Model, and Algorithms",VLDB
316,"Arvind Hulgeri, Gaurav Bhalotia, Soumen Chakrabarti, Parag, S. Sudarshan, Charuta Nakhe, B. Aditya",2002,BANKS: Browsing and Keyword Searching in Relational Databases,VLDB
317,"S. Sudarshan, Prasan Roy, Abraham Silberschatz, Srinivas Ashwin, S. Seshadri",1998,Garbage Collection in Object-Oriented Databases Using Transactional Cyclic Reference Counting,VLDB J.
318,"Myung-Jae Park, Jun-Ki Min, Chin-Wan Chung",2003,XPRESS: A Queriable Compression for XML Data,SIGMOD Conference
319,"Anindya Datta, Chris Jermaine, Edward Omiecinski",1999,A Novel Index Supporting High Volume Data Warehouse Insertion,VLDB
320,"Rajeev Motwani, Waqar Hasan",1995,Coloring Away Communication in Parallel Query Optimization,VLDB
321,Christos Faloutsos,2002,Sensor Data Mining: Similarity Search and Pattern Analysis,VLDB
322,"Mayank Bawa, Rakesh Agrawal, Roberto J. Bayardo Jr.",2003,Privacy-Preserving Indexing of Documents on the Network,VLDB
323,"Stacia De Lima, Li Chen, Ming Li, S. Weiner, Chandrakant Natarajan, Elke A. Rundensteiner, Xin Zhang, Kajal T. Claypool, Jing Jin",1999,SERF: ODMG-Based Generic Re-structuring Facility,SIGMOD Conference
324,"Weimin Du, Xiangning Liu, Abdelsalam Helal",1998,Multiview Access Protocols for Large-Scale Replication,ACM Trans. Database Syst.
325,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",1997,The Case for Enhanced Abstract Data Types,VLDB
326,"Mehran Sahami, Panagiotis G. Ipeirotis, Luis Gravano",2001,"Probe, Count, and Classify: Categorizing Hidden Web Databases",SIGMOD Conference
327,"Peter M. G. Apers, Mark W. W. Vermeer",1996,The Role of Integrity Constraints in Database Interoperation,VLDB
328,"Paolo Ciaccia, Pavel Zezula, Marco Patella",1997,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,VLDB
329,"James Geller, Ashish Mehta, Erich J. Neuhold, Yehoshua Perl",1998,The OODB Path-Method Generator (PMG) Using Access Weights and Precomputed Access Relevance,VLDB J.
330,"Anca Vaduva, Thomas Vetterli, Martin Staudt",2000,Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel,SIGMOD Record
331,"Limsoon Wong, Dan Suciu, Val Tannen, Peter Buneman, Leonid Libkin",1994,Comprehension Syntax,SIGMOD Record
332,"M. Ranganathan, Christos Faloutsos, Yannis Manolopoulos",1994,Fast Subsequence Matching in Time-Series Databases,SIGMOD Conference
333,"H. V. Jagadish, Shurug Al-Khalifa, Cong Yu",2003,Querying Structured Text in an XML Database,SIGMOD Conference
334,"Svein Erik Bratsberg, Rune Humborstad",2001,Online Scaling in a Highly Available Database,VLDB
335,"Min Wang, Jeffrey Scott Vitter",1999,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,SIGMOD Conference
336,Vadim Draluk,2001,Discovering Web Services: An Overview,VLDB
337,"C. Mohan, Inderpal Narang, Suparna Bhattacharya, Karen Brannon, Hui-I Hsiao, Mahadevan Subramanian",2002,Coordinating backup/recovery and data consistency between database and file systems,SIGMOD Conference
338,Richard T. Snodgrass,1997,Chair's Message,SIGMOD Record
339,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, �ystein Torbj�rnsen",2000,An Ultra Highly Available DBMS,VLDB
340,"Jens-Peter Dittrich, Peter Widmayer, David Scot Taylor, Bernhard Seeger",2002,Progressive Merge Join: A Generic and Non-blocking Sort-based Join Algorithm,VLDB
341,"Inderpal Singh Mumick, Hamid Pirahesh",1994,Implementation of Magic-sets in a Relational Database System,SIGMOD Conference
342,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",2003,Managing multiple and distributed ontologies on the Semantic Web,VLDB J.
343,"Charu C. Aggarwal, Philip S. Yu",2001,Outlier Detection for High Dimensional Data,SIGMOD Conference
344,"Mahmut T. Kandemir, Ning An, Mary Jane Irwin, Anand Sivasubramaniam, Sudhanva Gurumurthi, Narayanan Vijaykrishnan",2002,Energy-performance trade-offs for spatial access methods on memory-resident data,VLDB J.
345,"I-Min A. Chen, Dennis McLeod, Richard Hull",1995,An Execution Model for Limited Ambiguity Rules and Its Application to Derived Data Update,ACM Trans. Database Syst.
346,"Ioana Manolescu, Gianni Costa, Andrei Arion, Andrea Pugliese, Angela Bonifati, Sandra D'Aguanno",2003,Xquec: Pushing Queries to Compressed XML Data,VLDB
347,"Weiye Zhang, Per-�ke Larson",1997,Dynamic Memory Adjustment for External Mergesort,VLDB
348,Daniel S. Whelan,1998,FileNet Integrated Document Management Database Usage and Issues,SIGMOD Conference
349,"David Wilhite, Balakrishna R. Iyer",1994,Data Compression Support in Databases,VLDB
350,"Richard T. Snodgrass, Curtis E. Dyreson",1998,Supporting Valid-Time Indeterminacy,ACM Trans. Database Syst.
351,Oded Shmueli,2001,Architectures for Internal Web Services Deployment,VLDB
