id,authors,year,title,venue
208,"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu, Cecilia Procopiuc, Jong Soo Park",1999,Fast algorithms for projected clustering,International Conference on Management of Data
209,"David Lomet, Mark Tuttle",1999,Logical logging to extend recovery to new domains,International Conference on Management of Data
210,"Jayavel Shanmugasundaram, Arvind Nithrakashyap, Rajendran Sivasankaran, Krithi Ramamritham",1999,Efficient concurrency control for broadcast environments,International Conference on Management of Data
211,"Yuri Breitbart, Raghavan Komondoor, Rajeev Rastogi, S. Seshadri, Avi Silberschatz",1999,Update propagation protocols for replicated databates,International Conference on Management of Data
212,Hasan M. Jamil,1999,Belief reasoning in MLS deductive databases,International Conference on Management of Data
213,"S. Adali, M. L. Sapino, V. S. Subrahmanian",1999,A multimedia presentation algebra,International Conference on Management of Data
214,"H. V. Jagadish, Laks V. S. Lakshmanan, Tova Milo, Divesh Srivastava, Dimitra Vista",1999,Querying network directories,International Conference on Management of Data
215,Christian Hidber,1999,Online association rule mining,International Conference on Management of Data
216,"S. Castano, V. De Antonellis, M. G. Fugini, B. Pernici",1998,Conceptual schema analysis: techniques and applications,ACM Transactions on Database Systems (TODS)
217,"Elisa Bertino, Claudio Bettini, Elena Ferrari, Pierangela Samarati",1998,An access control model supporting periodicity constraints and temporal reasoning,ACM Transactions on Database Systems (TODS)
218,"A. Formica, H. D. Groger, M. Missikoff",1998,An efficient method for checking object-oriented database schema correctness,ACM Transactions on Database Systems (TODS)
219,"Nikos Mamoulis, Dimitris Papadias",1999,Integration of spatial join algorithms for processing multiple inputs,International Conference on Management of Data
220,"Swarup Acharya, Viswanath Poosala, Sridhar Ramaswamy",1999,Selectivity estimation in spatial databases,International Conference on Management of Data
221,"Kaushik Chakrabarti, Sharad Mehrotra",1999,Efficient concurrency control in multidimensional access methods,International Conference on Management of Data
222,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",1999,Snakes and sandwiches: optimal clustering strategies for a data warehouse,International Conference on Management of Data
223,"Mihael Ankerst, Markus M. Breunig, Hans-Peter Kriegel, J&#246;rg Sander",1999,OPTICS: ordering points to identify the clustering structure,International Conference on Management of Data
224,"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",1998,A case for intelligent disks (IDISKs),ACM SIGMOD Record
225,"G. Kappel, W. Retschitzegger",1998,The TriGS active object-oriented database system- an overview,ACM SIGMOD Record
226,Richard Snodgrass,1998,Reminiscences on influential papers,ACM SIGMOD Record
227,David Lomet,1998,B-tree page size when caching is considered,ACM SIGMOD Record
228,"David Lomet, Roger Barga, Surajit Chaudhuri, Paul Larson, Vivek Narasayya",1998,The Microsoft database research group,ACM SIGMOD Record
229,"Shih-Fu Chang, Luis Gravano, Gail E. Kaiser, Kenneth A. Ross, Salvatore J. Stolfo",1998,Database research at Columbia University,ACM SIGMOD Record
230,"Daniela Florescu, Alon Levy, Alberto Mendelzon",1998,Database techniques for the World-Wide Web: a survey,ACM SIGMOD Record
231,"Andrew Eisenberg, Jim Melton",1998,Standards in practice,ACM SIGMOD Record
232,Peter Z. Revesz,1998,Safe query languages for constraint databases,ACM Transactions on Database Systems (TODS)
233,"Curtis E. Dyreson, Richard Thomas Snodgrass",1998,Supporting valid-time indeterminacy,ACM Transactions on Database Systems (TODS)
234,"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",1996,The Garlic project,International Conference on Management of Data
235,"A. Biliris, T. A. Funkhouser, W. O'Connell, E. Panagos",1996,BeSS: storage support for interactive visualization systems,International Conference on Management of Data
236,"Timothy Griffin, Bharat Kumar",1998,Algebraic change propagation for semijoin and outerjoin queries,ACM SIGMOD Record
237,"King Lum Cheung, Ada Wai-Chee Fu",1998,Enhanced nearest neighbour search on the R-tree,ACM SIGMOD Record
238,"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",1998,Report on the 5th international workshop on knowledge representation meets databases (KRDB'98),ACM SIGMOD Record
239,"Alexei P. Stolboushkin, Michael A. Taitslin",1998,Safe stratified Datalog with integer order does not have syntax,ACM Transactions on Database Systems (TODS)
240,"Jaiwei Han, Youngjian Fu, Wei Wang, Jenny Chiang, Osmar R. Za&#239;ane, Krzysztof Koperski",1996,DBMiner: interactive mining of multiple-level knowledge in relational databases,International Conference on Management of Data
241,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",1996,prospector: a content-based multimedia server for massively parallel architectures,International Conference on Management of Data
242,"Mark Lefler, Mark Stokrp, Craig Wong",1996,DBSim: a simulation tool for predicting database performance,International Conference on Management of Data
243,"Dallan Quass, Jennifer Widom, Roy Goldman, Kevin Haas, Qingshan Luo, Jason McHugh, Svetlozar Nestorov, Anand Rajaraman, Hugo Rivero, Serge Abiteboul, Jeff Ullman, Janet Wiener",1996,LORE: a Lightweight Object REpository for semistructured data,International Conference on Management of Data
244,"Patrick C. K. Hung, Helen P. Yeung, Kamalakar Karlapalem",1996,CapBasED-AMS: a capability-based and event-driven activity management system,International Conference on Management of Data
245,"E. A. Rundensteiner, H. A. Kuno, Y.-G. Ra, V. Crestana-Taube, M. C. Jones, P. J. Marron",1996,The MultiView project: object-oriented view technology and applications,International Conference on Management of Data
246,"Asuman Dogac, Ugur Halici, Ebru Kilic, Gokhan Ozhan, Fatma Ozcan, Sena Nural, Cevdet Dengi, Sema Mancuhan, Budak Arpinar, Pinar Koksal, Cem Evrendilek",1996,METU interoperable database system,International Conference on Management of Data
247,"Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",1996,SONAR: system for optimized numeric association rules,International Conference on Management of Data
248,Pillip A. Bernstein,1996,Repository system engineering,International Conference on Management of Data
249,Daniel A. Keim,1996,databases and visualization,International Conference on Management of Data
250,"Markos Zaharioudakis, Michael J. Carey, Michael J. Franklin",1997,"Adaptive, fine-grained sharing in a client-server OODBMS: a callback-based approach",ACM Transactions on Database Systems (TODS)
251,"Phil Fernandez, Donovan Schneider",1996,The ins and outs (and everything in between) of data warehousing,International Conference on Management of Data
252,"Peter Piatko, Roman Yangarber, Daoi Lin, Dennis Shasha",1996,Thinksheet: a tool for tailoring complex documents,International Conference on Management of Data
253,"Klemens B&#246;hm, Karl Aberer",1996,HyperStorM-administering structured documents using object-oriented database technology,International Conference on Management of Data
254,C. Mohan,1996,State of the art in workflow management research and products,International Conference on Management of Data
255,Jiawei Han,1996,Data mining techniques,International Conference on Management of Data
256,"Sihem Amer-Yahia, SungRan Cho, Laks V. S. Lakshmanan, Divesh Srivastava",2001,Minimization of tree pattern queries,International Conference on Management of Data
257,"Ling Ling Yan, Ren&#233;e J. Miller, Laura M. Haas, Ronald Fagin",2001,Data-driven understanding and refinement of schema mappings,International Conference on Management of Data
258,"Assaf Schuster, Ran Wolff",2001,Communication-efficient distributed mining of association rules,International Conference on Management of Data
259,"Lise Getoor, Benjamin Taskar, Daphne Koller",2001,Selectivity estimation using probabilistic models,International Conference on Management of Data
260,"Yi-Leh Wu, Divyakant Agrawal, Amr El Abbadi",2001,Applying the golden rule of sampling for query estimation,International Conference on Management of Data
261,"Benjamin Nguyen, Serge Abiteboul, Gr&#233;gory Cobena, Miha&#237; Preda",2001,Monitoring XML data on the Web,International Conference on Management of Data
262,"Chun Zhang, Jeffrey Naughton, David DeWitt, Qiong Luo, Guy Lohman",2001,On supporting containment queries in relational database management systems,International Conference on Management of Data
263,"Igor Tatarinov, Zachary G. Ives, Alon Y. Halevy, Daniel S. Weld",2001,Updating XML,International Conference on Management of Data
264,"Denise Draper, Alon Y. Halevy, Daniel S. Weld",2001,The nimble integration engine,International Conference on Management of Data
265,"Zohreh Nazeri, Eric Bloedorn, Paul Ostwald",2001,Experiences in mining aviation safety data,International Conference on Management of Data
266,Thomas Maguire,2001,Catalog management in websphere commerce suite,International Conference on Management of Data
267,"Michael Stonebraker, Joseph M. Hellerstein",2001,Content integration for e-business,International Conference on Management of Data
268,"Julio C. Navas, Michael Wynblatt",2001,The network is the database: data management for highly distributed systems,International Conference on Management of Data
269,"K. Sel&#231;uk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",2001,Enabling dynamic content caching for database-driven web sites,International Conference on Management of Data
270,"Felipe Cari&#241;o, Jr., Pekka Kostamaa, Art Kaufmann, John Burgess",2001,"StorHouse metanoia - new applications for database, storage &; data warehousing",International Conference on Management of Data
271,"AnHai Doan, Pedro Domingos, Alon Y. Halevy",2001,Reconciling schemas of disparate data sources: a machine-learning approach,International Conference on Management of Data
272,"L. Shou, C. H. Chionh, Z. Huang, Y. Ruan, Kian-Lee Tan",2001,REVIEW: a real-time virtual walkthrough system,International Conference on Management of Data
273,Arnaud Sahuguet,2001,Kweelt: more than just yet another framework to query XML!,International Conference on Management of Data
274,"Pavan Deolasee, Amol Katkar, Ankur Panchbudhe, Krithi Ramamritham, Prashant Shenoy",2001,Dissemination of dynamic data,International Conference on Management of Data
275,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",2001,"COSIMA- your smart, speaking E-salesperson",International Conference on Management of Data
276,"Parke Godfrey, Jarek Gryz, Calisto Zuzarte",2001,Exploiting constraint-like data characterizations in query optimization,International Conference on Management of Data
277,"Tirthankar Lahiri, Amit Ganesh, Ron Weiss, Ashok Joshi",2001,Fast-Start: quick fault recovery in oracle,International Conference on Management of Data
278,Reed M. Meseck,2001,"Data management: lasting impact on wild, wild, web",International Conference on Management of Data
279,"C&#233;sar Galindo-Legaria, Milind Joshi",2001,Orthogonal optimization of subqueries and aggregation,International Conference on Management of Data
280,"Sanjay Agrawal, Surajit Chaudhuri, Vivek Narasayya",2001,Materialized view and index selection tool for Microsoft SQL server 2000,International Conference on Management of Data
281,"Tiziana Catarci, Giuseppe Santucci",2001,The prototype of the DARE system,International Conference on Management of Data
282,"Kajal T. Claypool, Elke A. Rundensteiner, Xin Zhang, Su Hong, Harumi Kuno, Wang-chien Lee, Gail Mitchell",2001,"Sangam - a solution to support multiple data models, their mappings and maintenance",International Conference on Management of Data
283,"Mauricio A. Hern&#225;ndez, Ren&#233;e J. Miller, Laura M. Haas",2001,Clio: a semi-automatic tool for schema mapping,International Conference on Management of Data
